cnpj;razao_social;data_analise;url_site;perfil;termos_detectados;quantidade_precos;preco_minimo;preco_maximo;preco_medio;precos
05799138000116;DM TEXTIL INDUSTRIA E COMERCIO LTDA;27/04/2025 10:21:50;https://www.dmetal.com.br/;Varejo;"[""comprar""]";138;50.05;796.9;233.92;[515.18, 518.9, 527.9, 532.9, 539.93, 50.05, 51.89, 52.19, 52.67, 53.11, 55.3, 56.48, 57.73, 58.64, 59.99, 57.17, 59.98, 61.49, 62.48, 59.84, 64.86, 66.61, 59.8, 65.99, 69.34, 62.05, 64.84, 63.73, 585.9, 73.24, 74.59, 77.74, 83.11, 85.86, 597.68, 89.99, 99.61, 621.9, 119.18, 129.68, 138.68, 149.18, 664.9, 158.18, 158.9, 161.93, 169.43, 172.9, 173.18, 686.9, 176.18, 179.93, 184.9, 187.43, 188.93, 191.18, 197.93, 198.9, 200.18, 201.68, 719.9, 209.18, 210.68, 210.9, 215.9, 219.68, 221.18, 224.93, 225.9, 228.68, 230.9, 230.18, 234.9, 239.9, 239.18, 245.18, 248.18, 249.9, 251.9, 50.42, 254.9, 259.43, 260.93, 52.73, 52.3, 263.9, 266.9, 53.98, 268.9, 54.92, 55.79, 278.93, 278.9, 280.9, 56.36, 56.23, 796.9, 57.55, 290.18, 58.73, 293.18, 294.9, 58.04, 296.93, 59.39, 59.59, 299.18, 299.9, 292.9, 304.9, 306.9, 61.3, 62.98, 318.9, 318.68, 326.9, 65.98, 330.9, 338.18, 345.9, 347.9, 359.93, 368.93, 371.9, 386.9, 389.18, 390.9, 395.93, 395.9, 398.9, 399.68, 424.9, 439.43, 450.9, 466.43, 479.9, 491.9, 498.68]
